Date,Gia_vang,Gia_dau,Chi_so_bien_dong,Ty_gia_USD_VND,Gia_vang_the_gioi,Lai_suat_%,So_nguoi_mua,So_nguoi_ban,Gia_vang_tg
2025-11-27 00:00:00+00:00,4165.200195,58.65000153,17.19000053,26350,383.1199951,0.4,1000,4019,3831.199951
2025-11-28 00:00:00+00:00,4165.200195,58.65000153,17.19000053,26372,383.1199951,0.4,1000,4019,3831.199951
2025-11-28 05:00:00+00:00,4218.299805,58.54999924,16.35000038,26372,387.8800049,0.4,1000,4252,3878.800049
2025-12-01 00:00:00+00:00,4218.299805,58.54999924,16.35000038,26330,387.8800049,0.4,1000,4252,3878.800049
2025-12-01 05:00:00+00:00,4239.299805,59.31999969,17.23999977,26330,389.75,0.4,1000,4344,3897.5
2025-12-02 00:00:00+00:00,4239.299805,59.31999969,17.23999977,26340,389.75,0.4,1000,4344,3897.5
2025-12-02 05:00:00+00:00,4186.600098,58.63999939,16.59000015,26340,387.2399902,0.4,1000,4221,3872.399902
2025-12-03 00:00:00+00:00,4186.600098,58.63999939,16.59000015,26340,387.2399902,0.4,1000,4221,3872.399902
2025-12-03 05:00:00+00:00,4199.299805,58.95000076,16.07999992,26340,386.8800049,0.4,1000,4203,3868.800049
2025-12-04 00:00:00+00:00,4199.299805,58.95000076,16.07999992,26345,386.8800049,0.4,1000,4203,3868.800049
2025-12-04 05:00:00+00:00,4211.799805,59.66999817,15.77999973,26345,387.1300049,0.4,1000,4216,3871.300049
2025-12-05 00:00:00+00:00,4211.799805,59.66999817,15.77999973,26340,387.1300049,0.4,1000,4216,3871.300049
2025-12-05 05:00:00+00:00,4212.899902,60.08000183,15.40999985,26340,386.4400024,0.4,1000,4182,3864.400024
2025-12-08 00:00:00+00:00,4212.899902,60.08000183,15.40999985,26320,386.4400024,0.4,1000,4182,3864.400024
2025-12-08 05:00:00+00:00,4187.200195,58.88000107,16.65999985,26320,385.4200134,0.4,1000,4132,3854.200134
2025-12-09 00:00:00+00:00,4187.200195,58.88000107,16.65999985,26320,385.4200134,0.4,1000,4132,3854.200134
2025-12-09 05:00:00+00:00,4206.700195,58.25,16.93000031,26320,387.3999939,0.4,1000,4229,3873.999939
2025-12-10 00:00:00+00:00,4206.700195,58.25,16.93000031,26340,387.3999939,0.4,1000,4229,3873.999939
2025-12-10 05:00:00+00:00,4196.399902,58.45999908,15.77000046,26340,389.0499878,0.4,1000,4310,3890.499878
2025-12-11 00:00:00+00:00,4196.399902,58.45999908,15.77000046,26355,389.0499878,0.4,1000,4310,3890.499878
2025-12-11 05:00:00+00:00,4285.5,57.59999847,14.85000038,26355,393.2399902,0.4,1000,4515,3932.399902
2025-12-12 00:00:00+00:00,4285.5,57.59999847,14.85000038,26300,393.2399902,0.4,1000,4515,3932.399902
2025-12-12 05:00:00+00:00,4300.100098,57.43999863,15.73999977,26300,395.4400024,0.4,1000,4622,3954.400024
2025-12-15 00:00:00+00:00,4300.100098,57.43999863,15.73999977,26303,395.4400024,0.4,1000,4622,3954.400024
2025-12-15 05:00:00+00:00,4306.700195,56.81999969,16.5,26303,395.7999878,0.4,1000,4640,3957.999878
2025-12-16 00:00:00+00:00,4306.700195,56.81999969,16.5,26290,395.7999878,0.4,1000,4640,3957.999878
2025-12-16 05:00:00+00:00,4304.5,55.27000046,16.47999954,26290,395.8900146,0.4,1000,4644,3958.900146
2025-12-17 00:00:00+00:00,4304.5,55.27000046,16.47999954,26310,395.8900146,0.4,1000,4644,3958.900146
2025-12-17 05:00:00+00:00,4347.5,55.93999863,17.62000084,26310,399.2900085,0.4,1000,4811,3992.900085
2025-12-18 00:00:00+00:00,4347.5,55.93999863,17.62000084,26300,399.2900085,0.4,1000,4811,3992.900085
2025-12-18 05:00:00+00:00,4339.5,56.15000153,16.87000084,26300,398.5700073,0.4,1000,4775,3985.700073
2025-12-19 00:00:00+00:00,4339.5,56.15000153,16.87000084,26285,398.5700073,0.4,1000,4775,3985.700073
2025-12-19 05:00:00+00:00,4361.399902,56.65999985,14.90999985,26285,399.019989,0.4,1000,4797,3990.19989
